Word/Phrase,Description & Definition
kakau,", n. Stem, stalk, handle. E ‘aki‘aki kōtou i te kakau o te tōmāti. nip off the stalks of the tomatoes; te kakau o te rau rākau. the stalk of the leaf; kua ‘ati te kakau o te toki. the handle of the axe is broken; kua mingi te kakau o te pē. the handle of the spade is bent. [Pn. *kakau2.] kāka‘u, (-a, -‘ia). 1. Wear, put on clothes. Kua kāka‘u ‘aia i te pereue mā‘ana‘ana. he wore a warm coat; ‘e pona tēia kua kāka‘u‘ia. this shirt has been worn; i tōna kāka‘u‘anga i te kāka‘u repo, when he had dirty clothes on. 2. n. Cloth, clothing material, garment, clothes. E ‘oko mai koe ‘ē toru potonga kāka‘u pona. buy three pieces of dress material (or shirting); kua ‘akaruke au i tōku kāka‘u ki te pae one i tōku pā‘ī  tai‘anga. I left my clothes on the beach when I went swimming; ‘e ‘are toa kāka‘u mānea tō Tānara. Tānara’s store has some fine clothes; kua kiriti au i tōku kāka‘u. I took my clothes off. Kāka‘u moe, bedclothes (blankets, sheets), night-clothes (nightdress, pyjamas). Kāka‘u pā‘ī  tai, bathing cos-tume, swimming gear. Kāka‘u piro, old clothes. Kāka‘u pū, long gown, cloak. Te kāka‘u pū tāku i vai‘o i Tēroa ia Kārepō ra, the cloak that I left at Troas with Carpus (2 Tim. 4.13). Kāka‘u tāpeka maki, bandage. Kāka‘u tu‘epōro, rugby jersey (or gear). Taura kāka‘u, clothes line. E ‘o-‘ora koe i te ‘āriki ro‘i ki runga i te taura kāka‘u. hang the quilt out on the clothes line. [Pn. *kaa-kafu.] kākavaatua, n. A shrub. (See kavakava-atua.) kākave, n. Tentacle. Kua pipiri te kākave o te ‘eke ki runga i tōna rima. the octopus’s tentacles held tight to his arm; Kua totoro mai te kākave o te ‘eke ki va‘o i te va‘arua. the tentacles of the octopus came creeping out of the hole; tēia te kākave ‘eke ‘ei māunu nā‘au. here are some octo-pus tentacles for your bait. [kā-3, -kave2.]"
kake,", 1. (-a, -‘ia, -na). (a) Climb (i) something, climb up or get on (ki runga i) something. I tōna kake‘anga i te maunga, kua patere ‘aia ē kua ‘ati tōna vaevae. when he was climb-ing the mountain, he slipped and broke his leg; ‘auraka e kake ki runga i te tumu nū teitei. don’t go climbing up high coconut trees; Kua kake ‘aia ki runga i tōna pātikara. he got on his bicycle; ‘ē kake ki runga i tō ‘oro‘enua. get on your horse; ‘e maunga kake‘ia tēia e te tangata. this mountain is often climbed; ‘e maunga kake ngatā ‘a Te ‘Atukura. Te ‘Atukura is a difficult mountain to climb. Kake ki uta, go ashore. Kāre te pātete e ‘akatika‘ia kia kake ki uta. the passengers were not permitted to go ashore. Kake ki runga i te tā‘onga, accede to a title. Kua ‘aka-tupu ‘aia i te ‘au ki rotopū i tōna kōpū tangata i tōna kake‘anga ki runga i te tā‘onga. he reconciled the (quarrelling branches of the) family when he acceded to the title. Tangata kake maunga, a mountaineer. (b) Mount, serve (i a female animal). Kua tu‘etu‘e te tī nana i tōna kake‘anga‘ia e te toa ‘oro‘enua. the mare kicked when the stallion mounted her; nā tā‘au toa puaka i kake i tāku tī nana. your boar served my sow 2. v.i. Rise (of sun, moon, barometer, bread, prices, terrain). Kua kake te rā. the sun is up; ka ‘aere ki te ora rua e kake mai ei te marama. it‘ll be two o‘clock before the moon rises; kua kake mai te mārama ao i te ‘itinga. day-light came up in the east; kua kake te ‘oko o te ‘apinga ki runga. the price of things has gone up; kua kake te vāito ‘uri‘ia. the barometer has risen; kua kake te varaoa. the bread has risen; kua kake tū te maunga. the mountain rose vertically; te au mato kake tū, the sheer cliffs; kua kake te ‘ature. the mackerel have come inshore into the shallows. (See kakake, kākakake, kākenga, kakekake, tākake-(kake).) [Pn. *kake.] kākē, n. Parrot. ‘E manu kikite tuatua te kākē. parrots are good at talking; ka ‘apai tāua ka ‘āngai i te punua kākē. let’s take the young parrot and make a pet of it. [? Eng. cocky.] kākenga, n. Way of ascent, ladder, stair-way. Kua topa te tangata mei runga i te kākenga ki raro. the man fell down off the ladder. Ara kākenga, flight of steps, stairway. Kua kake mātou ki te ta‘ua i runga nā runga i te ara kākenga. we went up a flight of stairs to the floor above. [kake, -nga2.]"
kakekake,", (-a, -‘ia, -na), fq. kake. Climb, mount, rise. I tō te tamariki kakekake-‘anga i te ro‘i, when the children kept climbing around on the bed; kua ngangata te ngūtupa i te kakekake‘ia‘anga e te tamariki. the gate is loose (on its hinges) through the children climbing on it; kua kakekake te ‘oko o te kai punu. the prices of tinned foods are going up; kua kake-kake tōna riri. his anger mounted; kua kakekake te mataara. the road kept climb-ing; mē tae koe ki tēta‘i ngā‘i kakekake, when you get to where it goes up hill; mataara kakekake, an uphill road. [kake RR.]"
kakekakena,", pass. kakekake, climb, q.v. [kake RR, -na4.]"
kakena,", pass. kake, climb, q.v. [kake, na4.] kakī 1, (-‘ia). Crave, long for (esp. food or drink), desire inordinately; craving. I tōku kite‘anga i te kā‘ui meika para, kua kakī  au. when I saw the bunch of ripe bananas, I longed for them (to eat); Nō tōna kakī  i te ‘ara, kua ‘oko ‘aia ‘ē rua ‘ara mama‘ata. she felt such a craving for a pineapple that she bought two big ones; ko te vī , ko te ‘ua rākau kakī  tē reira a te tamariki. mangoes, they‘re the fruit the children always fancy; ‘e kai kakī ‘ia e te tangata, food people crave for. Kakī  kai, hunger. Kakī  vai, thirst. Nō tōna kakī  nui i te ‘anga‘anga, nō reira kua roko‘ia ‘aia e te maki ma‘ata. he has such an appetite for work that he made himself very ill; kua kakī  nui ‘aia i te tanu tōmāti, kāre e rauka iāia i te ‘ākono. he had a great desire to grow tomatoes, but he wasn’t able to tend them. kakī 2, n. Neck. Kua tāpeka au i te taura ki runga i te kakī  o te ‘oro‘enua. I tied the rope around the horse’s neck; Kua tāpeka tōku māmā i te kāka‘u mā‘ana‘ana ki runga i tōku kakī  kia meitaki tōku mare. my mother tied a woollen scarf around my neck to help my cold. Kakī  ketaketa, a strong neck; (fig.) obstinate, proudly stubborn. Tēta‘i ‘oro‘enua kakī  ketaketa, a horse with a strong neck (and therefore difficult to control); e iti-tangata kaki ketaketa oki koe na. for thou art a stiff-necked people (Deut. 9.6). [Np. *kakii.] kākī , n. Khaki. ‘E kākī  meitaki tēia ē te ‘oko māmā. this is a good cheap khaki material; kā ‘oko mai ‘a pāpā i tēta‘i pona kākī  nōku. father is going to buy me a khaki shirt. [Eng. khaki.] kākina, n. Rumbling, hubbub, uproar, din (esp. crowd noises). Kia ‘akarongo mātou i te kākina i te tūruā‘i pō, kua manako mātou ē ‘e pupu tangata ma‘ata tē ‘aere mai nei. when we heard a hubbub in the middle of the night, we thought that it was a big crowd coming. [kā-3, -kina3; cf. kōkina.]"
kako,", v.i. Fully occupied (of ground or floor-space), covered, pervaded. Nō te roa i te ‘akaruke‘anga i tō mātou kāinga, kua kako i te tī tā kino. we were away from home for so long that it became over-grown with weeds; kua kako tēia ngā‘i i te tangata. the place is crowded out; i te kako‘anga o te ‘are i te tangata, kua tōpiri-‘ia te pā kia kore ‘e tangata e tomo ‘aka‘ou mai. when the hall was full, the doors were closed to prevent anyone else getting in; kua ‘aere tōna rongo ē kako roa ake te ‘enua. his fame spread throughout the land; kua kako matou i te mate. we are troubled on every side (2 Cor. 4.8.); kako rava akera taua enua ra i te poiri. there was darkness over the whole land (Mark 15.33); kia kako ana iaku Makedonia, when I shall pass through (when I am travelling around in) Macedonia (1 Cor. 16.5). (See tākako.) kākō, n. Cargo. Kua tari‘ia te kākō nā runga i te pere‘ō ki te ‘are ‘a‘ao‘anga ‘ua rākau. the cargo was taken by wagons to the packing-shed. ‘e ‘are kākō ma‘ata tō Tānara i Avarua. Tānara has a big cargo-shed in Avarua; kua tari kākō mātou i tēia rā ē pō ‘ua ake. we’ve been carting cargo all day long. [Eng. cargo.] kākore, neg., N.G.Pt dial., cf. Rar. kāre."
kaku,", v.t. 1. Beg, entreat for something. Kāre ‘aia i roa i te no‘o‘anga ki Peritāne, kua kaku kia ‘aka‘oki vave‘ia ki Rarotonga. she hadn’t been in Britain long before she begged to be taken back quickly to Rarotonga; kua kaku ‘aia kia ‘akakore‘ia tāna ‘ara. he begged that his sins might be forgiven; i mua ake ka tāmate‘ia ai ‘aia, kua kaku ‘aia i te tātauro. before she was put to death, she begged for a cross. 2. Long for (nostalgically). Kia kite te tamaiti kaimoumou ‘apinga i tōna ngere, kua auē ‘aia ē kua kaku i tōna metua. when the prodigal son found himself destitute, he wept and yearned for his father; kua kaku ‘aia i tōna ‘enua ‘ānau. he longed for his native land."
kakunga,", nom. Begging, longing. E kakunga wina tei te au arataa. there is a crying for wine in the street (Is. 24.11). [kaku, -nga2.]"
kama-,", see kama‘atu, kamakura."
kama‘atu,", v.i. (obsol.). Wise, wisdom. ‘Aua koe e kamakura, kia kama‘atu rā. Don’t be neglectful, be circumspect; te au vaine ngakau kamaatu, the wise-hearted women (Ex. 35.26.)"
kamakura,", v.i. Careless, ignorant and in-experienced, neglectful. Kua rave kama-kura ‘aia i tāna ‘anga‘anga. he scamped his work; ‘e tamaiti kamakura tērā i te ‘ākono i te ‘apinga a tōna metua. he is very careless with his father’s things; e o atu i te pakari ki te kamakura (Prov. 1.4), to give subtlety to the simple; ‘e kama-kura tika ai tōna i te ‘āpi‘i. his school-work is very slovenly. kāmera, n. Camel. ‘E manu pu‘apinga te kāmera nō te ‘aere nā roto i te mētēpara. the camel is a useful beast for travelling through the desert; kua ‘aka‘oro kāmera ana te ‘Ārāpia. the Arabs rode camels; ki runga i te puku o te kāmera, upon the humps of camels (Is. 30.6). [Eng. camel.]"
kamika,", n. An uncommon herb whose flowers are used for scenting oil (Sieges-beckia orientalis). [Pn. *kakamika.]    ILL.    Kamika"
kami-,", see kamikami."
kamikami,", n. Gills (of fish). Kua kī  te kamikami o te ika i te one. the fish’s gills were full of sand; mē tūaki koe i te ika e kiriti koe i te kamikami. remove the gills when you clean out the fish."
kamo,", (-a, -‘ia). 1. Blink (the eye), wink. Kamo‘ia tō‘ou mata. blink your eye; i tōku ‘ākara atu‘anga kiā koe, kua kamo mai koe i tō‘ou mata. when I was looking at you you winked your eye at me; Kāre au i kite ana i tō‘ou kamo‘anga mai iāku. I didn’t see you wink at me. Kamo‘angā mata, a moment, an instant. Kare e mamia, mei te kamo‘angā mata nei, kia tae ki te pu openga ra, in a moment, in the twinkling of an eye, at the last trump (1 Cor. 15.52); Kāre i rauka ki te kamo‘angā mata kua ngaro ‘aia. he was gone in a flash. 2. Beckon, wave at sbdy, make a sign with the hand. kua kamo mai koe iāku nā roto i te māramarama. you beckoned me through the window; kua kamo‘ia mai ‘a Mere e Tā. Mere had been waved at by Tā. (See kamokamo, kamonga.) [Pn. *kamo1.]"
kamonga,", nom. Blink, wink, in kamongā mata (cf. kamo‘angā mata under kamo above). E roa ‘ua ki te kamongā mata kua ngaro koe. as quick as a wink, you were out of sight. [kamo, -nga2.]"
kamokamo,", (-a, -‘ia), fq. kamo. 1. Blink, wink. Kua kamokamo ‘aia i tōna mata, ē kua auē. he blinked his eyes and cried; ‘e tamā‘ine kamokamo‘ia ‘a Rangi e te tamariki tamāroa. Rangi is always getting winked at by the boys. 2. Twinkle, flicker. Mē ‘ākara koe ki te ‘opunga, ka kite koe i te ‘ētū ma‘ata i te kamokamo-‘anga. if you look towards the west, you‘ll see a big star twinkling; kua kamokamo te kā o te mōrī . the lamp flame flickered. 3. Beckon, wave the hand. Kua kamokamo mai ‘aia i tōna rima kia ‘aere atu au. he waved his hand for me to come; kua kamokamo atura aia ki tona rima kia muteki atu ratou, but he, beckoning unto them with the hand to hold their peace (Acts 12.17); kua kamokamo atura ratou ki to ratou aronga ki runga i tetai pai. and they beckoned to their partners which were in the other ship (Luke 5.7). [kamo RR.]"
kamu,", n. Chewing-gum. ‘Auraka e kai i te kamu i roto i te ‘are ‘āpi‘i. don’t chew gum in school. [Eng. gum.]"
kamupani,", n. 1. Trading company. Kua tere ma‘ata tā mātou kamupani i teia mata‘iti. our company made a big profit this year; ‘e pātikara Kamupani tōku. mine is a Company bicycle. 2. Regiment-al company. Te au ‘ōpita o te kamupani, the officers of the company. 3. In ‘anga-‘anga kamupani, group work. ‘E ‘anga-‘anga kamupani tā mātou. we‘re doing group work (communal work around the island, house-building, planting, etc.). [Eng. company.] kāmuta1, v.t. Move (the mouth, as in muttering or mumbling). Kua kāmuta ‘aia i tōna va‘a, kāre rā i rongo‘ia ‘ea‘a tāna tuatua. he moved his lips, but what he said wasn’t heard. [kā3, muta.] kāmuta2, (-‘ia). Carpenter; work or build in wood. Kua ma‘ani meitaki te kāmuta i tō mātou ‘are. the carpenter has made a good job of our house; kua ‘aere mai te tangata kāmuta i nana‘i. the carpenter came yesterday; kua ‘anga‘anga kāmuta te tamariki ‘āpi‘i. the school children did carpentry; kua kāmuta‘ia te kaingākai i nana‘i e te kāmuta. the carpenter made the table yesterday; kua ‘aere mai te tangata kua mātakitaki i te kāmuta‘ia‘anga o tēia ‘are pure. people came to watch this church being built. [Eng. carpenter.] kāmutamuta, kātamutamu, v.t., v.i. Move (the lips), move (of the lips), mutter. Kua kāmutamuta ‘aia, nō te mea kua mataku ‘aia i te tuatua. he muttered (under his breath), because he was afraid to speak out; kua ‘akarongo mātou i te kāmutamuta i te ngūtupa, inā rā kāre ‘e tangata i ‘aere atu i te ‘ākara. we heard mutterings at the door, but nobody went to look; ko te tamaiti kāmutamuta tēia i tōna va‘a i roto i te ‘āpi‘i. this child is always muttering in class; ko te ngutu ‘ua tei kātamutamu, kāre rava ‘e ‘apinga i ‘akarongo‘ia. only the lips moved, nothing could be heard. [kā-3, muta RR with optional metathesis.]"
kana,"1, 1. n. Stool-type coconut grater (the word is said to have been introduced into Rarotonga along with the implement from the Northern Group. E ‘apai mai koe i te kana ‘ei kana i tā mātou ‘akari ‘ei ma‘ani poke. bring the grater to grate up the coconut for the pudding. 2. v.t. (-‘ia). Grate with a kana. E tari mai koe kia ma‘ata te ‘akari kia kana ‘a mea mā. bring as many coconuts as you can for this lot to grate; kua kanā‘ia te ‘akari e Tere ‘ei ma‘ani tai. Tere grated up the coconuts to make coconut sauce. ‘Akari kana, grated coconut. Tēia te ‘akari kana ‘ei ‘āngai i te moa. here is the grated coconut to feed the chickens. [Pn. *kana1.]"
kana,"2, 1. (-‘ia). (Have) a cast or blemish (in the eye). ‘E tangata mānea tika ai ‘aia, nā te kana ‘ua i tōna mata i ‘akavi‘ivi‘i iāia. he’s a very handsome man, it’s just the cast in his eye that spoils him; kua kana tōna mata nō tei puta i te rākau. his eye was left with a blemish as a result of being pierced by a stick. Mata kana, (have) blemish in the eye. Kā mata kana koe. you‘ll get a cast in your eye; kua ‘akamā ‘aia i tōna mata kana‘anga. he was ashamed of having a cast in his eye. 2. In the phrase kana ki tēia ao, stare at the world. Kāre ake rāi tāna pēpe i kana mai ake ki tēia ao, kua ‘akataka takere ‘aia i te ingoa. even before her baby has seen the light of day, he’d already chosen a name for it. (See kanakana, ‘akakana-(kana), tākana(kana).) [Pn. *kana2.]"
-kana,"3, see tuakana, elder sibling."
kanae,", n. Warty-lipped mullet (Crenimugil crenilabis). Kua tā‘ei mātou ki te kupenga roa ‘ē ta‘i ‘ānere kanae. we caught a hundred mullet with the long-net; ka ‘aere tātou ki te ‘ōire kā pati i te kupenga kanae roāngarere. let’s go to the village and ask for the longest of the mullet-nets. [Pn. *kanahe.]"
kana‘ete,", n. Lie(s), (obsol., cf. pikika‘a). Kua kāpiki ‘ua mai rātou ma te reo ma‘ata, ""Kana‘ete! Kāre mātou e ‘irinaki"". and so they shouted out, ""It’s a lie! we will not believe it."" kanakā, 1. (a), n. A kind of heavy bread or pudding made from grated chestnuts (i‘i or māpē). Kua ūkī  taku māmā i te i‘i ‘ei ma‘ani kanakā. my mother grated the chestnuts to make kanakā bread; (b) v.i. Flat like kanakā (of bread). Kua kanakā te varaoa a Paku. Paku’s bread is like (a flat heavy slab of) kanakā. 2. Pū i‘i kanakā, variety of chestnut tree bearing the large edible nuts from which kanakā is made. E ‘a‘aki mai koe i te pū i‘i kanakā. pick (the nuts on) the chestnut tree. kanāka, n. Derogatory name for a Polynesian, mostly used attributively. Ko te tū rāi ia o te Māori kanāka, a typical Māori behaviour. [Haw. kanaka man, via Eng.]"
