Word/Phrase,Description & Definition
‘anga,"2, n. A type of fish-trap (woven from roots of the coconut, or from kiekie liana). ‘E kiekie ma‘ani ‘anga tēnā, those kiekie are to make fish-traps; tē raranga ‘angā ra rāua. they are weaving a fish-trap; E tuku i te ‘anga ki te pae i tērā kāoa. set the trap beside that coral rock. [Pn. *faā5.]"
‘anga,"3, see -‘anga4, 1."
-‘anga,"4, nominalising and noun-forming suffix. 1. Used syntactically in sentence nominalisation, where it is added to verbs or verb phrases to convert them into gerundial constructions. In this use ‘anga is often written as a separate word (not, however, in this dictionary, where it is suffixed to the preceding word). If a possessive construction is used in the nominalisation, it normally appears in the ō-form. From an underlying sentence kua ‘aka‘oro ‘a Tere i te torōka (Tere drove the truck) the following nominalisations are possible: (a) te ‘aka‘oro‘anga ‘a Tere i te torōka, Tere driving the truck; (b) tō Tere ‘aka‘oro‘anga i te torōka, or te ‘aka‘oro‘anga o Tere i te torōka, Tere’s driving the truck. 2. Used morphologic-ally to form derived nouns from verb stems (or, very rarely, from noun stems), e.g. no‘o‘anga, a chair, from no‘o to sit. In this case, the possessive construction may take either the ō- or ā-form, e.g. ko tōna no‘o‘anga meitaki tēia, this is his best (or favourite) chair; ko tāna no‘o‘anga meitaki tēia, this is his best chair (the best one he makes). (cf. -anga5, -nga2, 
-manga2, -ranga3, -ringa.) ‘āngā, Only in the phrase kai ‘āngā, to eat forbidden food (e.g., formerly, to eat food reserved for chiefs). Kāre rava e ora vave tō‘ou maki mē kai ‘āngā koe. you certainly won’t get better quickly if you have food that you have been told not to eat."
angaanga,"1, v.i., fq. anga1, turn and face, q.v. Kua angaanga pouroa mai rātou ē kua ‘ākara matariki kiāku. they all turned around and stared at me; nō tei angaanga ‘aere ‘aia, nō reira au i tārotokakā ai iāia. he kept turning and looking round, that’s why I suspected him. [anga1 RR.]"
angaanga,"2, v.i., fq. anga2, wear off, subside. Kua angaanga tō rātou riri. their anger gradually subsided; kua angaanga tā rāua moe. they have had their sleep out now. [anga2 RR.]"
angaanga,"3, n., fq. anga4. 1. Shell, curved fragment, empty (container). ‘E pi‘a angaanga mō‘ina tēnā. that’s a crate of empty (or broken) bottles. 2. Coconut shell used as water container. [anga4 RR.]"
‘anga‘anga,", 1. v.i. Work, function. Ka ‘anga‘anga māua ē ‘opu ‘ua atu te rā. we are going to work until the sun goes down; kua ‘anga‘anga pakari ‘aia. he worked hard; ‘ī rima mata‘iti i tōku ‘anga‘anga‘anga nāna. five years I’ve been working for him; nā‘au i ‘akataka-viriviri i te a‘o i ‘anga‘anga ma‘ata roa ai te taratara‘anga. you got the line so tangled it was an awful job undoing it; tē ‘anga‘angā na te matīni (ora, ove)? is the engine (clock, bell) working?; kua mate tīnainai roa kareka te ‘akaea tē ‘anga‘anga ‘uā ra. he is in a deep coma, but his breathing is still functioning; tē ‘anga-‘anga nei te rāini. the line is engaged. 2. v.t. Work at something, earn (money). Kua ‘anga‘anga ‘aia i te ‘are. he worked on the house; kāre i ‘anga‘anga‘ia te purūmu i tēia ra nō te ua. there has been no work done on the road today because of the rain; ka ‘anga‘anga au i tēta‘i moni. I‘m going to earn some money. 3. n. Work, employment, deed, event. I kimi ‘anga-‘anga ana au nāku. I was seeking work then; ‘e a‘a tā‘au ‘anga‘anga i roto i konei? what are you doing (or working at) in here?; ‘e pūtō taura te ‘anga‘anga tē ka āru mai. the next event will be a tug-of-war; ‘e ‘anga‘anga mātau nāku, a habit of mine. [‘anga1 RR.] ‘āngai, (-a, -‘ia). 1. Feed sbdy with (ki) something, feed something to (ki) sbdy; the word is used for anything one can be said to kai, including liquor and medicine. Tē ‘āngaī ra te puaka i tāna au punupunua. the sow is feeding her young; kumete ‘āngai puaka, trough for feeding pigs. Kia oti te moa i te ‘āngai, when the fowls have been fed; kua ‘āngaia rātou i tō rātou tae‘anga ki taua ‘oire. they were fed when they arrived at the village; tē ‘āngai nei au i aku taeake. I‘m giving a meal to a few of my friends; kua ta‘ero ‘a Puna, nā Ti‘a i ‘āngai ki te kava. Puna is drunk, it was Ti‘a who fed him the liquor; kua ruaki ‘aia i tōku ‘āngai‘anga ki te vairākau. he vomited when I gave him the medicine to drink. 2. Adopt (children). Kua ‘āngai au iāia. I have adopted him; mē ka ‘āngai tamariki kōrua, ‘e rave mei roto i tō kōrua kōpū tangata. if you two are going to adopt children, take them from within your own (extended) family (unit). Metua ‘āngai, foster-parent. Tamaiti ‘āngai, foster-child. 3. Pollinate. Nā‘au e ‘āngai i te vānira, nāku te mōtini. you pollinate the vanilla plants, I‘ll do the pumpkins. [Np. *faaāi.] ‘āngaingai, (-a, -‘ia). fq. ‘āngai. Feed, adopt, pollinate. Kua ‘āngaingai‘ia te tamaiti maki ki te tiōpu ‘ē rima rā. the sick boy was fed with soup for five days; kā mate te matīni mē ‘āngaingai pakari koe i te keke. the engine will pack up if you keep feeding the saw so fast. [‘āngai Rr.]"
angamea,", n. Red snapper (Lutjanus bohar). ‘E angamea tēia i mou ki runga i taku a‘o. I’ve got an angamea on my line; i ‘ī angamea ana māua. we were angling for angamea. angā‘onu, n. Span. (Manihiki and Northern Group dial. = Rar. angārima). ‘āngari, v.i. Improve a little. Kua ‘āngari mai tōna maki i teia rā. he is a little better today. angārima, n. The span between thumb and little finger, used as a measure of length. E vāito koe ‘ē toru angārima ka tīpū ei. measure out three spans and then cut it. [anga3, rima1.]"
‘ange,", n. A shrub with fragrant leaves on the makatea of Mangaia and Miti‘āro (Geniostoma sykesii) and in Rarotonga (G. rarotongensis), formerly used for perfume and in garlands. [Ck. *saē.] ‘āngera, n. Angel. ‘E urupū ‘āngera tāna i kite ki roto i tāna ‘ōrama. he saw in his vision a host of angels. [Lat. angelus.]"
angi,", a rare variant of angiangi q.v. [Pn. *aīi2.]"
‘angi,", rt. *Waft, eddy. (See ‘a‘angi, (‘aka)‘angi‘angi.) [Pn. *aīi1.] ‘āngia, pass. ‘a‘angi, waft, blow, q.v. [‘angi rR, -a5, (‘a‘angia > ‘angia).] ‘āngiā, n. An empty feeling in the stomach. ‘E ‘āngiā kava tōna. his stomach feels hollow and empty after a drinking bout."
angiangi,", v.i., n. Thin(ness), (esp. of materials, not physique). Kua angiangi roa tēnā rākau iā koe i te a‘u. you have planed that piece of wood down too thin; kua tūpā angiangi ‘aia i tōna vaka, kia maranga ‘ua iāia i te apai ki roto i te tai. he hollowed out (with an adze) his canoe very thin, so it would be easy for him to carry it into the sea; e kimi mai koe ‘ei i‘o angiangi ake. look for a thinner pane of glass; kua pātiti ‘aia i tēta‘i kiri ‘ōu i te angiangi‘anga ā raro i tōna tāmaka. he nailed on new soles when his shoes wore thin; nō te angiangi i te kāka‘u, nō reira au i kore ei e ‘oko. the material was too flimsy, that is why I didn’t buy it; ‘e puka angiangi, a thin book; kua ‘akamata tōna rauru i te angiangi. his hair is starting to get thin. [angi RR.]"
‘angi‘angi,", (-a, -‘ia), fq., dim. ‘a‘angi, blow, q.v. Kua ‘angi‘angi mai te matangi ē kāre i roa kua motu. the wind came in light puffs, but soon dropped; i te ‘angi‘angi‘anga te matangi, kua ‘uti i tō rātou kie ē kua ‘akatere ki uta. when the wind started to blow, they hoisted sail and made for the shore; ‘akauta‘ia te kāka‘u pāpāmarō ki runga kia ‘angi‘angi‘ia e te matangi. hang out the half-dry clothes so the wind can blow them out. [‘angi RR.] ‘āngiāta, n. Dawn. (Ait. dial., cf. Rar. māiāta, ‘ākirāta). ‘āngota, n. 1. A large basket made of coconut leaves. ‘Aona ki te ‘āngota. put them in the basket. 2. A method of fishing. [Pn. *faaōta.]"
ai,"1, (-tia). Copulate (esp. of people). Kua ‘akaoti ngā puakaoa i te ai. the two dogs finished copulating; kua aitia ‘aia e te māpū. she has been ravished by the young men. [Pn. *‘ai1.]"
ai,"2, loc.part. A variant of ei, used after words ending in -a; traditionally written as ‘i and suffixed to the preceding word (but not in this dictionary); e.g. tuatua‘i for tuatua  ai. [Pn. *ai.]"
a‘i,"1, n. 1. Fire. Ka pakapaka tō rima, mē kanga koe i te a‘i. you‘ll burn your hand if you play with the fire. Kōmutu a‘i, a fire-brand. ‘Ōmai te kōmutu a‘i kia ‘akakā au i taku ‘ava‘ava. give me a brand so I can light my cigarette. Mārama a‘i, firelight. Toka a‘i, flint-stone. 2. A light. E tāmate i te a‘i kā moe ei. put the light (or fire) out before you go to sleep. A‘i pata, a flashlight. A‘i uira, electric light (or fire). Au a‘i, smoke (see aua‘i.) Tuatua a‘i, a flashed message. (See (tā)aua‘i.) [Pn. *afi.]"
a‘i,"2, n. 1. The sandalwood tree (Santalum insulare) which grows on Miti‘aro. ‘E a‘i te rākau i tēnā pi‘a kāka‘u. that clothes chest is made of sandalwood; kua ‘oko mō‘ina manongi a‘i ‘aia. she bought a bottle of sandalwood scent. 2. A kind of reed with roots scented of sandalwood, also called mauku a‘i. Kua tāmā ‘aia i te akā a‘i ‘ei tākakara i te manongi. she washed the roots of the a‘i to perfume the coconut-oil with. [Pn. *asi.]   ILL."
A‘i,", sandalwood (Santalum insulare)"
‘ai,"1, (-‘ia). 1. Encircle (esp. with net or rope), surround. Kā ‘ai tātou i tēia na‘o kanae ki te kupenga. let’s catch this shoal of mullet with a net; kāre e pini tērā toka i te ‘ai, nō te poto i te kupenga. the net won’t go right around that rock, it is too short; kua ‘ai‘ia taua ‘oro‘enuā ra ē kua mou. the horse was surrounded and caught. 2. (Perform) cat’s-cradle and similar string-games. ‘Ōmai te a‘o, kia ‘ai atu au kiā koe i tēia ‘ai. give me the string and I‘ll do you this (kind of) cat’s-cradle. [Pn. *fai5.]"
‘ai,"2, (-a, -‘ia). Be dedicated or consecrated (of monument, church, or public build-ing). Ā tēia marama ki mua e ‘ai ei tēia ‘are pure. this church is going to be con-secrated next month; kua oti te toka ‘akama‘ara‘anga o te va‘eau i te ‘ai? has the war memorial been dedicated?; kāre i ‘ai‘ia ake tō mātou ngā‘i tārekareka. our sports ground hasn’t been dedicated yet. [? Pn. *fai2.]"
‘ai,"3, prop.n. Who?, what (name)? Used to ask the name (ingoa) of people, animals, places, ships, months (not days or years, cf. a‘a). A separate word in this diction-ary but sometimes written as one word with a preceding preposition or proper article (e.g. ko‘ai, ‘a‘ai, nā‘ai, nō‘ai). Ko ‘ai koe? who are you?; tei iā ‘ai te rē? who won?; nō ‘ai tēia pare? who does this hat belongs to?; ko ‘ai ia kōtou tei tuatua ana? which of you was speaking?; ko kōtou ko‘ai mā i ‘aere mai ei? who did you come with?; ko ‘ai tō‘ou ingoa? what is your name?; ko ‘ai tō‘ou ‘ōire? which is your village?; ko ‘ai te ingoa o tēia ‘oro‘enua? what is the name of this horse?; ko ‘ai te marama i ‘uri‘ia ai i tērā ake mata‘iti? which month was the hurricane in last year? [Pn. *hai.]"
‘ai,"4, n. Ace. Kua pā ‘aia i te ‘uri ki te ‘ai karapu. he led the ace of clubs as trumps; ‘e peā ‘ai tōku. I’ve got a pair of aces; kua keiā ‘ai ‘aia mei raro i te putunga. he palmed an ace from the bottom of the pack. [Eng. high.]"
‘ai,"5, n. Used only as a collective noun before kinship terms. Tōku ‘ai metua, my ancestors (i.e. my parents, their brothers and sisters, and the ancestors of these). ‘Ai taeake, kin of the same generation (brothers, sisters and cousins). ‘Ai taokete, spouses of one’s ‘ai taeake, in-laws. ‘Ai teina, younger brothers (of a man), younger sisters (of a woman). ‘Ai tungāne, brothers (of a woman). ‘Ai tuakana, elder brothers (of a man), elder sisters (of a woman). ‘Ai tua‘ine, sisters (of a man). ‘Ai tupuna, ances-tors (counting back from one’s grand-parents and their ‘ai taeake). Ko te vaka tēia o tō mātou ‘ai tupuna i tere mai ei mei ‘Avaiki. this is the canoe in which our ancestors sailed here from Hawaiki. ‘Ai ‘unōnga, sons and daughters in-law. āi, adv.part. Usually written as one word with the following location particle na or nei, see āina, āinei."
‘aia,", cplx (prop.art. + pron.). He, she. ‘E a‘a ‘aia i ‘aere mai ei? why did he/she come?; kāre ‘aia i konei. he/she is not here. (cf. iāia, kiāia.) [‘a1, ia1.]"
a‘ia‘i,", n. Afternoon (esp. late afternoon) and evening; the period between when the sun has noticeably declined and when it is nearly dark. Kua a‘ia‘i, tē ‘okī ra te manu ki tō rātou tauranga. it’s evening now, the birds are returning to their roosting places; ‘e a‘ia‘i mānea ē te marino, a lovely, calm evening; ka ‘aere a‘ia‘i ‘ua tāua ki te moana. Let’s put out to sea while it is still evening (while it is still light); i te a‘ia‘i‘anga ake rāua i tae mai ei. it was the following evening before they arrived. A‘ia‘i māre‘ure‘u, a‘ia‘i pōpōiri, dusk, (evening) twilight. A‘ia‘i roa, late evening. [Pn. *afiafi.]"
‘ai‘ai,", (-a, -‘ia). 1. fq. ‘ai1. Encircle, sur-round. 2. Keep watch on, spy on, stalk (game). Kua ‘ai‘ai‘ia ‘aia e te ‘akavā, nō te mea kua manako‘ia ē nāna i keiā i te moni. he was watched by the police because he was thought to have stolen the money; kua tono‘ia rāua ‘ei ‘ai‘ai i te au mea tā te ‘enemi kā rave. they were sent to spy out the enemy’s intentions; kua kitea rāua i te ‘ai‘ai‘anga i te moa taetae-vao i roto i tōku ‘āua. they were seen stalking wildfowl in my field. [‘ai1 RR.] ‘ā‘īkoke, v.i., n. Rather slim (state). [‘ā-7, ‘īkoke.] āina, cplx (adv.part. + loc.part.). Interroga-tive and dubitative in force; the -na involves the addressee directly in the question; often used to reinforce kāre in negative questions. Mē kāre āina i te tika? wasn’t it really true then? (e.g. what you said, or what I’ve heard about you); mē kāre āina taua tuatua i tā‘iku‘iku‘ia ana? but wasn’t that point (of yours) raised?; ‘e mea tau āina kia tuatua vi‘ivi‘i ‘aia ki mua i te mata o te kātoatoa? but I ask you, was it really right for him to use bad language like that in front of everybody? [āi, -na2.] āinei, cplx (adv.part. + loc.part.). Interrog-ative and dubitative in force, the same as āina except that the question involves the speaker here and now, rather than the addressee there or then. Mē kāre āinei i te tika? isn’t it really true then? (e.g. what I’ve been saying). [āi, nei.] ‘āinu, (-a, -‘ia, -mia). Give (i) sbdy (ki) something to drink. Kua ‘āinu ‘aia iāku ki te kava. he gave me some liquor to drink; mē oti ‘aia i te ‘āinu ki te kapu ū, ‘e tuku kia totoro ‘aere. when you’ve given him his cup of milk to drink, let him go and crawl about. [‘ā-8, inu1.] ‘āinuinu, (-a, -‘ia, -mia), fq. ‘āinu. give sbdy a drink. Kua ‘āinuinua te au ‘oro-‘enua ki te vai i te oti‘anga i te ‘akapā‘ī. the horses were watered after they had been washed down. [‘ā-8, inu1 RR.] ‘āinuinumia, pass. ‘āinuinu. [‘ā-8, inu1 RR, -mia.] ‘āinumia, pass. ‘āinu. [‘ā-8, inu1, -mia.]"
‘Airani,", n. In Kūki ‘Airani, Cook Islands. Te ‘iti tangata Māori i te Kūki ‘Airani, the Maori people in the Cook Islands. [Eng. island.] ‘āiri, n. A deer (only in Bible, where spelled aili). (cf. ria.) [Heb. ayyâl.] ‘āita1, v.t. Twist (lips or mouth) into a grimace. Kua ‘āita ‘aere ‘aia i tōna va‘a (or ngutu). he twisted his mouth (or lips) around in a grimace. ‘āita2, interj. No (N.G.Pt. dial.). [Tah. ‘aita.] ‘āita3. Spread apart (of legs). ‘Āita‘ia tō‘ou vaevae. open your legs. ‘āitāina, or ‘āitāina veravera, n. Iodine. Kua ‘apai ‘āitāina ‘aia ma te kāka‘u tāpeka. she took iodine and bandages. ‘Āitāina muramura, mercurochrome. [Eng. iodine.] ‘āitaita, v.t., fq. ‘āita1. Grimace. [‘āita1 Rr.] ‘āitamu, v.t. (Perform) an item at a concert or show, item. Tē ‘āitamu maīra rātou. they were performing some items; kua rākei‘ia te aronga ‘āitamu ki te pāreu kiri‘au ē te ‘ei. the performers in the item were dressed in grass skirts and garlands; i ‘āpi‘i ‘āitamu ana mātou. we’ve been practising our items. [Eng. item.] ‘āite, ‘ārite (older form). 1. v.i. Equal, identical, alike, comparable. Kāre i ‘āite te ‘ua o te rākau i tēia mata‘iti ki tō tērā ake mata‘iti. this year’s fruit crop didn’t come up to last year’s; kāre ‘e ‘āite tōku tangi iā koe. I can’t say (nothing can equal) how sorry I am for you; kua ‘āite koe kiā Mara. you fared the same as Mara did; kua ‘āite tika ai tō‘ou tū ki tō‘ou metua va‘ine. you are just like your mother; mē kai ‘āngā koe ka ‘āite tō‘ou maki ki tō Tuakana. if you eat what you have been told not to, you‘ll get ill the same as Tuakana; mē tautai putuputu koe ka ‘āite koe kiā Tere. if you do a lot of fishing, you‘ll get to be like Tere; kua ‘akau-tunga‘ia ‘aia kia ‘āite ki te kino tāna i rave. he was given a punishment to match his crime. 2. v.t. Measure (a dimension). E ‘āite i te ātea o te kaingākai. measure the width of the table. Kāre ‘e ‘āite! did you ever (see or hear the like)!, fancy! Kāre ‘e ‘āite koe i te ‘akatika i tēnā tuatua! fancy your agreeing to that statement!; kāre ‘e ‘āite iā koe! you really are the limit! (See ‘āite‘anga, ‘ā(r)ite(r)ite.) ‘āite‘anga, nom. Meaning, equivalent sense. ‘E a‘a te ‘āite‘anga o tēia kupu? what is the meaning of this word?; kua ‘akamārama ‘aia i te ‘āite‘anga o te ‘īrava. he explained the meaning of the verse; ‘e ‘āite‘anga tuatua ‘ua, just an expression. [‘āite, -‘anga4.] ‘āiteite, ‘āriterite (older form), fq. ‘ā(r)ite. Equal, identical. Mē ‘āiteite tā tāua tuatua, kāre tāua e ‘akautunga‘ia. if our two stories are the same, we shan’t get punished; ko ngā toā moa ‘uru ‘āiteite ‘ua tērā. those two cockerels are the only ones with identical plumage; kua ‘aere ‘āiteite ‘ua ngā pupu i te ‘āpataime mua. the two teams were equally matched in the first half; kua ‘āiteite tōna roa ki tōku. he is the same height as me; kua ‘akaoti te ‘uipā‘anga i te ‘āiteite‘anga te manako o te kātoatoa. the meeting broke up when everybody was agreed. [‘āite Rr.] ‘āiti, n. 1. Ice. Tēia te potonga ‘āiti ‘ei ‘akaanu i tō vai ‘ānani. here is a lump of ice to cool your orange juice. 2. Ice-cream (also ‘āiti kirīmi and ‘āiti toka). Kā kai koe i te ‘āiti? would you like an ice? Pi‘a ‘āiti, refrigerator. [Eng. ice.]"
