Word/Phrase,Description & Definition
‘ika‘ika,", (-‘ia, ‘ika‘ikā‘ia), fq. ‘ika1. Make (fire), strike (match). I tō mātou ‘ika‘ika a‘i ‘anga, nāku ‘ua tei kore i kā. when we were making fire (by friction), mine was the only one which didn’t catch; Ravea te paoke māti, ka ‘ika‘ikā‘ia e ia kia pou. take the box of matches away, he‘ll keep striking them till they are all gone. [‘ika1 RR.] ‘īkape, (-a, -‘ia). Flick away, knock aside. Kua ‘īkape ‘aia i te rākau ē kua tō ki roto i te ‘are. he flicked the twig away and it landed in the house; Kua auē ‘aia i tōku ‘īkape‘anga i te veri ki kō iāia. she screamed when I flicked the centipede over towards her; Kua ‘īkapea te kiore mate ki te pae mei roto i te punā vai. the dead rat was flicked out onto the side of the pond; Kua ‘īkape ‘aia i tōku rima i tōku mou‘anga i tōna taringa. he knocked my hand away as I grabbed his ear. [‘ī-7, kape1.] ‘īkapekape, (-a, -‘ia), fq. ‘īkape. Flick away. Kua ‘īkapekape ‘aia i te rō i runga i te varaoa ē kua tuku i te varaoa kia kai te puakāoa. he flicked the ants off the piece of bread and gave it to the dog to eat; ‘Ākapekapea ki te rākau, kā repo tō rima mē mou koe. flick it away with a stick, you‘ll get your hands dirty if you catch hold of it. ‘Ākapekape rākau, a game involving flicking a small stick. Tei te ‘īkapekape rākau rātou, they are playing ‘īkapekape rākau. [‘ī-7, kape RR.] ‘īkara, v.t. Glance (the eyes) sideways (esp. as an unobtrusive signal), squint. Kua ‘īkara mai ‘aia i tōna mata kiāku. he gave me a sidelong glance. Mata ‘īkara, squint-eyed. [‘ī-7, -kara3.] ‘īkarakara, v.t., fq. ‘īkara, glance side-ways. Kua ‘īkarakara ‘aere te ‘akavā i tōna mata i tōna tae‘anga mai ki rotopū ia mātou. the policeman kept looking around out of the corner of his eye when he got among us. [‘ī-7, -kara3 RR.] ‘īkaro, (-a, -‘ia). Fish something out, winkle out, gouge out (usually with an instrument). ‘Ē ‘īkaro koe ki te mātipi ‘a‘atu. fish it out with a pocket-knife; Nō te ‘ō‘onu i te va‘arua ki roto, kua tiki ‘aia i te rākau roa ‘ei ‘īkaro mai i te unga ki va‘o. because the hole went deep inside, he got a long stick to winkle out the crab; Kua roa tōna ‘īkaro‘anga i taua meā ra, ē kāre rāi i rauka. he spent a long time trying to fish it out, but he couldn’t get it; ‘E mīmiti ‘a‘ai maoa tēia, kāre ‘ua te ngā mata kua ‘īkaroa. here is a cooked tuna head, there are no eyes, they’ve been gouged out. [‘ī7, karo1.] ‘īkarokaro, (-a, -‘ia), fq. ‘īkaro, fish out. Kua ‘īkarokaro te taote i te repo i roto i te motu i tōna vaevae ē kua tāmā. the doctor picked out the bits of dirt from the gash in his leg and cleaned it up; ‘Auraka e oriori, kia ‘īkarokaroa te parā-kai i roto i te puta i tō‘ou ni‘o. don’t move and I‘ll get the bits of food out from the hole in your tooth. [‘ī-7 karo1 RR.]"
‘ike,", n. The old grooved tapa-beater."
‘iki,"1, (-a, -‘ia, -na). Select (people), elect, appoint or install. Kua tupu te pekapeka i tō rātou ‘iki‘anga i te aronga nō te noni pōro. there was a row when they were selecting the rugby players; Kua ‘iki ‘a Tangi‘ia i tāna tamaiti ‘ei ta‘unga nō tōna marae. Tangi‘ia chose his son to be priest on his marae; Ko te mea mua tā tātou kā rave, koia ‘oki, ko te ‘iki i tēta‘i ‘aka‘aere nō te ‘uipā‘anga. the first thing we should do is to elect a chairman for the meeting; Toko rai oki tei karangaia, e iti ra tei ikiia. for many are called, but few are chosen (Matt. 22.14); Ko te marae ‘iki-‘anga ariki tēia o to mātou kōpū tangata. this is where our tribe install their king. (See ‘ikinga, ‘iki‘iki1.)"
‘iki,"2, (-a, -‘ia, -na). 1. v.t. Shift position of something, turn something around, move from one place to another. Kua ‘iki ‘aia i tāna ngā tīnana puaka ki roto i te ‘āua ma‘ata. he moved his two sows into a larger sty; Kua tārevakē tēnā poupou, ‘ikia te tua ma‘ata ki raro. that post is in wrong, turn it round so that the big end is at the bottom; ‘Ea‘a koe i ‘iki ei i tō‘ou tua kiāia? why did you turn your back on him?; Kāre te tamaiti meangiti i kite ē kua ‘iki ā mua i tōna pona ki muri i tōna ‘a‘ao‘anga. the little boy didn’t know he’d put his shirt on back to front. 2. v.i. Alter (of a story). Nō tei ‘iki tāna tuatua, nō reira ‘aia i ‘akautunga‘iāi. because his story had changed, that’s why he was punished. (See ‘iki‘iki2, tā‘iki.)"
‘iki,"3, (-a, -‘ia, -na). 1. Hang something dangling (over line, rail, branch). E ‘iki i te kāka‘u mā‘ū ki runga i te taura. hang the wet clothes up on the line. 2. Dandle, nurse (a child) in the arms. Kua ‘akaoti te pēpe i te auē i tōku ‘iki‘anga iāia. the baby stopped crying when I dandled him; Kāre te māmā e ‘inangaro kia ‘ikia te pēpe. the mother didn’t want the baby to be dandled. 3. Look after, rear (a child), nurse (an invalid). Kua ‘iki au iāia ē ma‘ata ua atu. I looked after him until he was grown up; Kua ‘iki ‘aia i tōna metua ē mate ‘ua atu. she looked after her father until he died. (See ‘iki‘iki3.) [Pn. *siki.]"
‘ikinga,", nom. Selection, appointment; see ‘iki1."
‘iki‘iki,"1, (-a, -‘ia, -na), fq. ‘iki1. Select, elect, appoint. Ko te au tangata tēia tā rātou i ‘iki‘iki mai. these are the men they’ve chosen. [‘iki1 RR.]"
‘iki‘iki,"2, (-a, -‘ia, -na). Shift, turn, alter, fq. ‘iki2. E ‘iki‘iki i tō kōtou aro ki te patu. turn your faces to the wall. [‘iki2 RR.]"
‘iki‘iki,"3, (-a, -‘ia, -na), fq. ‘iki3. 1. (a) Hang up: ‘iki‘ikia ki runga i te niuniu kia marō vave. hang it over the wire so that it will dry quickly; (b) dandle, hold in arms (child): kua rave atura aia ia ratou, kua ikiiki iora (Mark 10.16). and he took them up in his arms; (c) care for, nurse: ko tāna ‘apinga aro‘a tēia kiāku nō tōku ‘iki‘iki‘anga i tana tamā‘ine. this is what he gave me when I cared for his daughter; Kua ‘iki‘iki meitaki taua va‘inē ra iāku i tōku maki‘anga ē meitaki ‘ua atu. the lady looked after me well when I was sick until I got better again. 2. n. Nurse. Mate iora te ikiiki ia Rebeka ra ko Debora. then Rebekah’s nurse, Debora, died (Gen. 35.8). [‘iki3 RR.]"
‘iki‘ikina,"1, pass. ‘iki‘iki1. Select. [‘iki1 RR, -na4.]"
‘iki‘ikina,"2, pass. ‘iki‘iki2. Shift. [‘iki2 RR, -na4.]"
‘iki‘ikina,"3, pass. ‘iki‘iki3. Hang up, dandle, care for. [‘iki3 RR, -na4.]"
‘ikina,"1, pass. ‘iki1. Select. [‘iki1, -na4.]"
‘ikina,"2, pass. ‘iki2. Shift. [‘iki2, -na4.]"
‘ikina,"3, pass. ‘iki3. hang dangling. [‘iki3, 
-na4.] ‘īkoke, v.i. Thin (of people and animals), gaunt, skinny, lean. Kua ‘īkoke tāna au puakatoro nō te rava kore i te kai i roto i te ‘āua. his cattle got thin because there was insufficient grazing in the paddock; Ko te va‘ine ā Miri, ‘e va‘ine ‘īkoke ‘ua ē te roa. Miri’s wife, she’s a tall, quite thin lady; Nō te ‘īkoke iāia, nō reira au i manako ei ē i maki‘ia ana. she was so thin that’s why I thought she’s been ill. (See ‘īkokekoke, tā‘īkoke(koke).) ‘īkokekoke, v.i, fq. and dim. ‘īkoke. Slim, slender, on the thin side. ‘E mānea tika ai koe i tō‘ou ‘īkokekoke‘anga, ‘eia‘a i teianei. you were very pretty when you were slim, but not now; Koia tē kā tano i te tomo ki roto i te puta, nō te mea ‘e ‘īkokekoke ‘aia ē te roa. he’s the right one to get into the hole, because he’s thinnish and tall. Matū ‘īkokekoke, fattish, on the plump side. Kāre ‘a Ngarea i te tangata matū roa, ‘e matū ‘īkokekoke ‘ua tōna. Ngarea isn’t a very fat man, he’s just a bit on the plump side. [‘īkoke Rr.]"
‘iku,"1, (-a, -‘ia, -na). Send for sbdy, sum-mon, invite. Kua ‘iku au iāia kia ‘aere mai, inārā, kāre ‘aia i tae mai nō te manamanatā. I sent word for him to come, but he was tied up and didn’t make it; ‘Ea‘a te ‘iku ā Pua iā koe? why did Pua want you?; Kua ‘ikua rātou kia ‘apai mai takita‘i puaka. they were asked to bring a pig each; ‘Ē toru ōku ‘iku‘anga iāia. three times I asked for him to come; Kua ‘iku‘ia te aronga mama‘ata o te ‘enua kia ‘aere mai ki te umukai ‘iki‘anga ariki. the important people in the country were invited to the king’s coronation feast. (See ‘iku‘iku1, ‘iku‘iku‘anga, tā‘iku(‘iku).)"
‘iku,"2, n. Tail (of fish, animal, bird), tail end or tip of something. Nā‘au te ‘iku o te ika, nāku te mīmiti. you have the tail end of the fish, I‘ll have the head part; E ‘akaputu i te ‘iku o te kīkau. make a pile of the tips of the coconut fronds; te ‘iku ra, e te matu i rungao i te au mea i roto ra, the rump, and the fat that covereth the inwards (Lev. 7.3). ‘Iku kiore, a tree with pendant red tassel-like flowers (Acalypha hispida). ‘Iku toto, name of one of surgeonfishes. Pereue ‘iku, tail coat. (See ‘iku‘iku2.) [Pn. *siku.]"
‘iku,"3, iku, n. The South-west wind. (cf. ‘iku2.)"
‘iku‘iku,"1, (-a, -‘ia), fq. ‘iku1. Summon, send for sbdy. Kua ‘iku‘iku pouroa au ia rātou kia ‘apai mai takita‘i pūtē. I’ve sent word to them all to bring a sack each; Nō tōna ‘iku‘iku putuputu mai ia māua. because he invited us so often; Kua ‘iku‘ikua rātou kia ‘aere mai ki te ‘uipā‘anga. they were told to come to the meeting. [‘iku1 RR.]"
‘iku‘iku,"2, n., fq. ‘iku2. Tail end, tip. E tīpūpū i te ‘iku‘iku kīkau me oti te ‘are i te ato. trim off the ends of the coconut leaves (i.e. trim off the eaves) when the house has been thatched; Ko‘ia tēnā au ‘iku‘iku kīkau. pick up those coconut leaf ends; ‘E au ‘iku‘iku ika ‘ua te toe. only the tails of the fish are left. [‘iku2 RR.]"
‘iku‘iku‘anga,", nom. Last instructions or wishes (on deathbed or going abroad). Tēia tāku ‘iku‘iku‘anga kia rātou, koia ‘oki, kia no‘o ‘ua rātou ki te kāinga ma te mataora. this last wish I send them: may they just live at home in happiness. (cf. reo ‘iku(‘iku).) [‘iku‘iku1, -‘anga4.]"
‘ikuna,", pass. ‘iku1. Summon. [‘iku1, na4.] ‘īmene, 1. (-a, -‘ia). Sing (a song). ‘I ‘īmene‘ia ana tēnā ‘īmene i napō e tēta‘i va‘ine i roto i te rātio. that song was sung last night by a woman on the radio; ‘Auraka e āva ‘ua mē ‘īmene. don’t shout when singing; Kua tā‘uri‘uri te mātakitaki i tōku ‘īmene‘anga. the audience swayed from side to side as I was singing. 2. n. Song, hymn. Tē ‘uri ‘īmene nei māua. we‘re composing a song; ‘E ‘aka‘aka roa te reo o tēnā ‘īmene. that hymn is in too low a key. Te ‘īmene o te Ariki Va‘ine, God Save the Queen, the National Anthem. ‘Āmene tapu, church hymn. Koia te tamaiti ‘uri ‘īmene tapu. he composes hymns. (See ‘īmenemene, ‘aka‘īmene, tā‘īmene.) ‘īmenemene, v.i., fq. ‘īmene. sing. Kua īmenemene ‘aia ma te rekareka. she sang away happily. [‘īmene Rr.]"
ina,", (-‘ia, inā‘ia). Expose to the heat of a fire (in order to make leaves pliable or singe hairs off carcase). E ina ‘ē rua ‘āriki ‘ei va‘ī i te ika. heat two banana leaves to wrap the fish in; Kia oti te kīkau i te ina ka raranga ai au i tō kete. when the coconut leaves have been softened up over the fire I‘ll plait your basket; Kua pakapaka te ‘āriki i tōna ina‘anga. he scorched the banana leaves heating them; Inā‘ia te rākau ka ‘o‘ore ei. heat the wood by the fire before you remove the bark; E ina mai koe i te puaka, nāku e ina i te ‘āriki. you singe the pig, I‘ll heat the banana leaves. (See inaina, (‘aka-, tā-)māinaina, pāina-(ina).)"
‘ina,"1, (-‘ia, ‘inā‘ia), v.i. Silver grey (of hair). Kua ‘ina te katu o taua tamaiti. that child has grey hair; Nō Pāpē te katu ‘ina. Pāpē has grey hair; Inā, kia ‘u‘uti au i te ‘ina i runga i tō katu. come, let me pull out the grey (hairs) on your head; Ka ‘inā‘ia te katu ō‘ou mē kai koe i te ate o te tōtara. your hair will go grey if you eat the liver of the porcupine fish (said by adults to withhold this delicacy from the children). (See ‘īnanga, (‘aka-)‘ina‘ina, ‘inapōiri, ‘inapōtea, kō‘ina‘ina.) [Pn. *sina.]"
‘ina,"2, n. Great-grandchild (or perhaps great-great-grandchild); now rarely used, and with uncertainty as to the precise generation. (cf. ‘inarere.) inā, i nā, interj. Typically used at the beginning of a sentence to attract attention. 1. Excuse me! Inā ake! stand aside! make way!; Inā ake ana! stand aside please!; Inā ana, kia ‘akakite mai i te ora? excuse me, can you tell me the time? 2. Let me see! ‘E ‘apinga kite tāku. Inā! I’ve got something I found. Let me see!; Inā, kia ‘ākara au i te tātā. here, let me see the writing; Inā tō‘ou rima? may I see your hand; Inā ka ‘aere? shall we see if you can walk? 3. Lo and behold! Look! I na, te tu ua nei au ki te ngutupa, e te topāpā atu nei. behold, I stand at the door, and knock (Rev. 3.20); I na oki, kua kore akenei te tuatau paroro. for, lo, the winter is past (Song 2.11). 4. There you are! I knew it! I told you so! Inā, i karanga atu ana au ē kā motu tō‘ou rima. there, I told you you’d cut your hand. Inā rā, i nā rā, inārā, but, however, nevertheless. [i2, nā4.]"
ina‘ea,", when? (See na‘ea.) ‘īnanga, n. Whitebait, silverbait. ‘E ‘īnanga tēnā ika, ka tā‘ei tātou ki te nāriki. those fish are whitebait, we‘ll catch them with the nāriki-net; Āā‘ia mai tēnā kōpū ‘īnanga ki roto i te kupenga. drive that shoal of whitebait into the net here; I kai ‘īnanga ana koe i nana‘i? did you have whitebait yesterday? [Pn. *hina„a.]"
‘inangaro,", (-a, -‘ia). 1. Require, need, want, desire. Mē ‘inangaro koe i tēta‘i ‘ua atu ‘apinga, ‘auraka e mataku i te pati mai. if you want anything else at all, don’t be afraid to ask; Ka ‘inangaroa ‘ē varu tangata ‘aka‘ou ‘ei ‘a‘aki i te ‘ānani. another eight men will be needed to pick the oranges; Ka ‘inangaro‘ia tēia piri kia kimi‘ia ma te matatio. this problem will need to be gone into very carefully; I tōku ‘inangaro‘anga i te ‘uri meika, kua ‘aere roa au kua pati kiāia. when I wanted the banana shoots, I went straightaway and asked him; Nō tōna ‘inangaro ki tāku pēpe rākau, nō reira ‘aia i auē ei. she wants my doll, that’s what she’s been crying about; Tērā te ‘enua mē ka ‘inangaro tanu kai. there is the land, if you want to grow crops. 2. Love, like. Nō tōna ‘inangaro iāku, nō reira kua pati ‘aia ki tōku metua kia ‘akaipoipo ‘aia iāku. he loves me so much he’s asked father if he can marry me; E inangaro atu koe i tō Atua ia Iehova ma to ngakau katoa. thou shalt love the Lord thy God with all thine heart (Deut. 6.5); mate i te ‘inangaro, lovesick; ‘e pū‘āpi‘i ‘inangaro‘ia, a well-liked teacher; ‘e ‘iti tangata ‘inangaro tamaki, a warlike race; Ko tāku tamaiti ‘inangaro tēia i roto i tāku pupu. this is my favourite child in the class; ‘E tangata ‘inangaro tautai ‘a Mai. Mai loves going fishing; ‘Ea‘a tō‘ou manako? Kāre au e ‘inangaro ana. what do you think? I don’t like it; Nō tōna ‘inangaro-kore i te ‘aere. because he wasn’t keen on going. [Pn. *fina-„alo.]"
inaina,", (-‘ia, inainā‘ia), fq. ina. Expose to heat, singe. Kāre i roa ana tōku inaina‘anga i te tuna ki runga i te a‘i. it didn’t take me long to burn off (the coating of slime on) the eel over the fire; Kua inainā‘ia te puaka? have the pigs been singed?; kia pou te kīkau i te inaina. when the coconut leaves have all been softened up by heating. [ina RR.]"
‘ina‘ina,", (‘-ia, ‘ina‘inā‘ia), v.i., fq. ‘ina1. Greyish, streaked with grey, (of hair, or the early morning or late evening light). Kua pakari rāi ‘aia, nō reira i ‘ina‘ina ai tōna ūpoko. he’s getting on now, that’s why he’s got grey hairs; I te ‘ina‘ina‘anga tōna ūpoko, kua manako ‘aia kā tuku ki te vairākau  kerekere. when her hair began to go grey, she decided to dye it black. Tangata ūpoko ‘ina‘ina, an old hand, a very experienced person. Ko te rave tika ai tēia ā te aronga ūpoko ‘ina‘ina. this is just the way the old hands do it; E no‘o kia ‘ina‘ina te rā kā ‘oki ei. wait till evening before you go back; Tē ‘ina‘ina ‘uā ra i taua pōpongī ra i kite atu ei au iāia ki ta‘atai. the morning light was still grey when I caught sight of him on the beach. [‘ina1 RR.] ‘īnaki, n. A circular wickerwork fish trap woven from long thin coconut roots or the aerial roots of Freycinetia. Tē raranga ‘īnaki nei au. I‘m weaving an ‘īnaki-trap; I tāomi tā māua ‘īnaki ki rotopū i tērā ngā kāoa. we set our ‘īnaki trap down between those two coral rocks; ‘E kiekie ma‘ani ‘īnaki tēia. these Freycinetia roots are for making ‘īnaki traps. [Pn. *fiinaki.]"
inana‘i,", i nana‘i. Yesterday. (See nana‘i.) -‘īnana. Draw (a bow). (See ‘aka‘īnana.)"
‘inano,", n. The sweet-scented male pandanus blossom. Kua nga‘ā te ‘inano kua kakara. the pandanus flowers are out, they‘re scenting; Ka ‘a‘aki atu au i tēia kā‘ui ‘inano? shall I pick this bunch of ‘inano?; Tē ma‘ani ‘ei ‘inano nei au. I‘m preparing an ‘inano garland. [Pn. *si„ano.] inapō, i napō. Last night. (See napō.) ‘inapōiri, v.i. (Be) moonless night. Ka tiaki roa mātou kia ‘inapōiri ka ‘aere ei kā rama. we must wait for a moonless night before we go torch fishing; Nō te ‘inapōiri, nō reira te ika i varenga ai. there is no moonlight, so the fish aren’t shy. (cf. ‘inapōtea.) [‘ina1, pō1, -iri3.] ‘inapōtea, n. Time of bright moonlight, when the moon is near full. Mei tēta‘i ‘inapōtea kia tēta‘i tō mātou kimi‘anga i te ‘enua ko Rarotonga. we were searching for Rarotonga from one full moon to the next; ‘Ā‘āere mārie, e aku pōtiki, kia kite kōrua i ngā ‘inapōtea. take things gently, my dears, and (live to) see (beautiful things like) the bright moonlight nights (proverb). [‘ina1, pō1, tea.] inārā, conj. But, however, nevertheless. Kua ‘inangaro au i te ‘aere, inārā, kāre tōku ngā metua e ‘akatika. I wanted to go, but my parents wouldn’t let me; ‘Aere rā, inārā kia matakite. goodbye, but take care; Inārā, kāre tātou e ‘āriki ‘ua i tāna tuatua. all the same, we just won’t agree to what he proposed. [i2, nā4, rā2.]"
